sku,name,description,short_description,attr_desc_features,attr_desc_supplement
"sdi_123893","F8512 Corpus (For Real Hair) 25""","<P>Corpus - 25"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Antique Stone Finish (As Pictured, Ideal for outdoor use)</STRONG> <LI><STRONG><EM>Other Custom Finishes are Available for no extra charge unless marked.  Most are suitable for outdoor use, <A href=""static/customfinishes.asp"" target=_blank>Click here to view the samples.</A></EM></STRONG></LI></UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><STRONG><FONT size=2> Depth</FONT></STRONG></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2"">25</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD> <font size=""2"">6</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD><font size=""2"">9</font><STRONG><FONT size=2>""</FONT></STRONG></TD></TR></TBODY></TABLE><P><B><EM>These statues are made in the USA and usually ship in 6 to 10 weeks. Please contact us for more information.</EM>","Corpus - 25"" Tall - Click Image For Details","",""
"F7520RLC","F7520RLC Corpus 60""","<P>Corpus - 60"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Hand Painted Color (As Pictured, For Indoor Use Only) </STRONG> </UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><STRONG><FONT size=2> Depth</FONT></STRONG></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2"">60</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD> <font size=""2"">58</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD><font size=""2"">16</font><STRONG><FONT size=2>""</FONT></STRONG></TD></TR></TBODY></TABLE></P></STRONG><EM>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date.  These statues are made in the USA and usually ship in 6 to 10 weeks.  Please contact us for more information.</EM>","Corpus - 60"" Tall - Click Image For Details","",""
"F7417AS","F7417 Corpus 29""","<P>Corpus - 29"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Antique Stone Finish (As Pictured, Ideal for outdoor use)</STRONG> <LI><STRONG><EM>Other Custom Finishes are Available for no extra charge unless marked.  Most are suitable for outdoor use, <A href=""static/customfinishes.asp"" target=_blank>Click here to view the samples.</A></EM></STRONG></LI></UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><STRONG><FONT size=2> Depth</FONT></STRONG></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2"">29</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD> <font size=""2"">16.5</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD><font size=""2"">5</font><STRONG><FONT size=2>""</FONT></STRONG></TD></TR></TBODY></TABLE></P></STRONG><P><B><EM>These statues are made in the USA and usually ship in 6 to 10 weeks. Please contact us for more information.</EM>","Corpus - 29"" Tall - Click Image For Details","",""
"sdi_123899","F7417 Corpus 29""","<P>Corpus - 29"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Antique Stone Finish (As Pictured, Ideal for outdoor use)</STRONG> <LI><STRONG><EM>Other Custom Finishes are Available for no extra charge unless marked.  Most are suitable for outdoor use, <A href=""static/customfinishes.asp"" target=_blank>Click here to view the samples.</A></EM></STRONG></LI></UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><STRONG><FONT size=2> Depth</FONT></STRONG></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2"">29</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD> <font size=""2"">16.5</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD><font size=""2"">5</font><STRONG><FONT size=2>""</FONT></STRONG></TD></TR></TBODY></TABLE></P></STRONG><P><B><EM>These statues are made in the USA and usually ship in 6 to 10 weeks. Please contact us for more information.</EM>","Corpus - 29"" Tall - Click Image For Details","",""
"F7424RLC","F7424 Corpus 38""","<P>Corpus - 38"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Hand Painted Color (As Pictured, For Indoor Use Only) </STRONG> <LI><STRONG><EM>Other Custom Finishes are Available for no extra charge unless marked.  Most are suitable for outdoor use, <A href=""static/customfinishes.asp"" target=_blank>Click here to view the samples.</A></EM></STRONG></LI></UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><STRONG><FONT size=2> Depth</FONT></STRONG></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2"">38</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD> <STRONG><FONT size=2>35""</FONT></STRONG></TD><TD><font size=""2"">7</font><STRONG><FONT size=2>""</FONT></STRONG></TD></TR></TBODY></TABLE></P></STRONG><EM>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date.  These statues are made in the USA and usually ship in 6 to 10 weeks.  Please contact us for more information.</EM>","Corpus - 38"" Tall - Click Image For Details","",""
"sdi_123902","F7424 Corpus 38""","<P>Corpus - 38"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Hand Painted Color (As Pictured, For Indoor Use Only) </STRONG> <LI><STRONG><EM>Other Custom Finishes are Available for no extra charge unless marked.  Most are suitable for outdoor use, <A href=""static/customfinishes.asp"" target=_blank>Click here to view the samples.</A></EM></STRONG></LI></UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><STRONG><FONT size=2> Depth</FONT></STRONG></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2"">38</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD> <STRONG><FONT size=2>35""</FONT></STRONG></TD><TD><font size=""2"">7</font><STRONG><FONT size=2>""</FONT></STRONG></TD></TR></TBODY></TABLE></P></STRONG><EM>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date.  These statues are made in the USA and usually ship in 6 to 10 weeks.  Please contact us for more information.</EM>","Corpus - 38"" Tall - Click Image For Details","",""
"F8332AS","F8332 Great Oak Corpus 37""","<P>Corpus - 37"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Antique Stone Finish (As Pictured, Ideal for outdoor use)</STRONG><LI><STRONG><EM>Other Custom Finishes are Available for no extra charge unless marked.  Most are suitable for outdoor use, <A href=""static/customfinishes.asp"" target=_blank>Click here to view the samples.</A></EM></STRONG></LI></UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><STRONG><FONT size=2> Depth</FONT></STRONG></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2"">37</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD> <font size=""2"">34</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD><STRONG><FONT size=2>7""</FONT></STRONG></TD></TR></TBODY></TABLE></P></STRONG><EM>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date.  These statues are made in the USA and usually ship in 6 to 10 weeks.  Please contact us for more information.</EM>","Corpus - 37"" Tall - Click Image For Details","",""
"sdi_123916","F8332 Great Oak Corpus 37""","<P>Corpus - 37"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Antique Stone Finish (As Pictured, Ideal for outdoor use)</STRONG><LI><STRONG><EM>Other Custom Finishes are Available for no extra charge unless marked.  Most are suitable for outdoor use, <A href=""static/customfinishes.asp"" target=_blank>Click here to view the samples.</A></EM></STRONG></LI></UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><STRONG><FONT size=2> Depth</FONT></STRONG></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2"">37</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD> <font size=""2"">34</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD><STRONG><FONT size=2>7""</FONT></STRONG></TD></TR></TBODY></TABLE></P></STRONG><EM>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date.  These statues are made in the USA and usually ship in 6 to 10 weeks.  Please contact us for more information.</EM>","Corpus - 37"" Tall - Click Image For Details","",""
"F8514AS","F8514 Medieval Corpus 23""","<P>medieval Corpus - 23"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Antique Stone Finish (As Pictured, Ideal for outdoor use)</STRONG> <LI><STRONG><EM>Other Custom Finishes are Available for no extra charge unless marked.  Most are suitable for outdoor use, <A href=""static/customfinishes.asp"" target=_blank>Click here to view the samples.</A></EM></STRONG></LI></UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><font size=""2""><b>Depth</b></font></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2"">23</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD> <font size=""2"">17</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD><font size=""2"">5""</font></TD></TR></TBODY></TABLE></P></STRONG><P><B><EM>These statues are made in the USA and usually ship in 6 to 10 weeks. Please contact us for more information.</EM>","Medevil Corpus - 23"" Tall - Click Image For Details","",""
"sdi_123934","F8514 Medieval Corpus 23""","<P>medieval Corpus - 23"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Antique Stone Finish (As Pictured, Ideal for outdoor use)</STRONG> <LI><STRONG><EM>Other Custom Finishes are Available for no extra charge unless marked.  Most are suitable for outdoor use, <A href=""static/customfinishes.asp"" target=_blank>Click here to view the samples.</A></EM></STRONG></LI></UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><font size=""2""><b>Depth</b></font></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2"">23</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD> <font size=""2"">17</font><STRONG><FONT size=2>""</FONT></STRONG></TD><TD><font size=""2"">5""</font></TD></TR></TBODY></TABLE></P></STRONG><P><B><EM>These statues are made in the USA and usually ship in 6 to 10 weeks. Please contact us for more information.</EM>","Medevil Corpus - 23"" Tall - Click Image For Details","",""
"F7388AS","F7388 Corpus 46""","<P>Corpus - 46"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Antique Stone Finish (As Pictured, Ideal for outdoor use)</STRONG> <LI><STRONG><EM>Other Custom Finishes are Available for no extra charge unless marked.  Most are suitable for outdoor use, <A href=""static/customfinishes.asp"" target=_blank>Click here to view the samples.</A></EM></STRONG></LI></UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><STRONG><FONT size=2> Depth</FONT></STRONG></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2""><b>46</b></font><b><font size=""2"">""</font></b></TD><TD> 43""</TD><TD>10""</TD></TR></TBODY></TABLE></P></STRONG><EM>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date.  These statues are made in the USA and usually ship in 6 to 10 weeks.  Please contact us for more information.</EM>","Corpus - 46"" Tall - Click Image For Details","",""
"sdi_124152","F7388 Corpus 46""","<P>Corpus - 46"" Tall - This piece is molded from an original sculpture, finished by hand, and carefully handled from start to finish.  By mastering the art of casting our products in fiberglass resin we manage to retain all the detail of the original with the added benefits of less weight (reduced shipping costs), greater strength, and a product suitable for indoor and outdoor use.  <BR><STRONG>Standard Finishes Available Are:</STRONG>  </P><UL><LI><STRONG>Antique Stone Finish (As Pictured, Ideal for outdoor use)</STRONG> <LI><STRONG><EM>Other Custom Finishes are Available for no extra charge unless marked.  Most are suitable for outdoor use, <A href=""static/customfinishes.asp"" target=_blank>Click here to view the samples.</A></EM></STRONG></LI></UL><STRONG><P><TABLE cellSpacing=0 cellPadding=0 width=400 background=""images/gray swatch.jpg"" border=1><TBODY><TR><TD> <STRONG>Dimensions</STRONG></TD><TD><STRONG><FONT size=2> Height</FONT></STRONG></TD><TD> <STRONG><FONT size=2>Width</FONT></STRONG></TD><TD><STRONG><FONT size=2> Depth</FONT></STRONG></TD></TR><TR><TD><STRONG><FONT size=2> </FONT></STRONG></TD><TD><font size=""2""><b>46</b></font><b><font size=""2"">""</font></b></TD><TD> 43""</TD><TD>10""</TD></TR></TBODY></TABLE></P></STRONG><EM>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date.  These statues are made in the USA and usually ship in 6 to 10 weeks.  Please contact us for more information.</EM>","Corpus - 46"" Tall - Click Image For Details","",""
"sdi_125775","217MOVABLEARMS Corpus with Movable Arms","217 style Demetz wood carved Corpus - Ideal for Good Friday services.<p><P>#217 Wood Carved Corpus with Movable arms -  From Demetz Art Studio in Italy Hand Carved in Linden Wood.  <EM>  </EM>Available in sizes 4' and above.  Many pieces can be customized with different colors and custom carvings.  <A href=""static/demetz.asp"" target=_blank>To learn more about Demetz and the wood carving  process click here</A>.  <BR><STRONG><EM>Please <A href=""static/contact.asp"" target=_blank>Contact</A> Us For Pricing and More Information (Prices Range start at $6,942.50 for a 4 foot size and escalate from there) .<BR></EM><BR>Available Sizes:</STRONG></P><UL><LI><STRONG>Wood - 4', 4'6"", 5', 5'6"", 6', 7', 8'</STRONG>  </LI></UL><P><EM>We offer many wood carved statues.  Due to the large selection available,  our online catalog only features our best selling items .  <A href=""pdf/woodcarvings.pdf"" target=_blank>Click here to download our complete collection of Italian wood carved statues in .pdf format</A>.(Requires <A href=""http://www.adobe.com/products/acrobat/readstep2.html"" target=_blank>Acrobat reader</A> ,a free download) </EM></P><P><A title=""Get Acrobat Reader"" href=""http://www.adobe.com/products/acrobat/readstep2.html"" target=_blank><IMG height=31 src=""images/DescriptionImages/getacro.gif"" width=88 border=0></A></P><P><EM>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date.  These statues are hand carved and painted in Italy and usually ship in 3 to 4 months.  Please contact us for more information.</EM><BR></P>","N/A","","Copyright Demetz Art Studio"
"sdi_125776","217MOVABLEARMS Corpus with Movable Arms","217 style Demetz wood carved Corpus - Ideal for Good Friday services.<p><P>#217 Wood Carved Corpus with Movable arms -  From Demetz Art Studio in Italy Hand Carved in Linden Wood.  <EM>  </EM>Available in sizes 4' and above.  Many pieces can be customized with different colors and custom carvings.  <A href=""static/demetz.asp"" target=_blank>To learn more about Demetz and the wood carving  process click here</A>.  <BR><STRONG><EM>Please <A href=""static/contact.asp"" target=_blank>Contact</A> Us For Pricing and More Information (Prices Range start at $6,942.50 for a 4 foot size and escalate from there) .<BR></EM><BR>Available Sizes:</STRONG></P><UL><LI><STRONG>Wood - 4', 4'6"", 5', 5'6"", 6', 7', 8'</STRONG>  </LI></UL><P><EM>We offer many wood carved statues.  Due to the large selection available,  our online catalog only features our best selling items .  <A href=""pdf/woodcarvings.pdf"" target=_blank>Click here to download our complete collection of Italian wood carved statues in .pdf format</A>.(Requires <A href=""http://www.adobe.com/products/acrobat/readstep2.html"" target=_blank>Acrobat reader</A> ,a free download) </EM></P><P><A title=""Get Acrobat Reader"" href=""http://www.adobe.com/products/acrobat/readstep2.html"" target=_blank><IMG height=31 src=""images/DescriptionImages/getacro.gif"" width=88 border=0></A></P><P><EM>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date.  These statues are hand carved and painted in Italy and usually ship in 3 to 4 months.  Please contact us for more information.</EM><BR></P>","N/A","","Copyright Demetz Art Studio"
"sdi_125777","217MOVABLEARMS Corpus with Movable Arms","217 style Demetz wood carved Corpus - Ideal for Good Friday services.<p><P>#217 Wood Carved Corpus with Movable arms -  From Demetz Art Studio in Italy Hand Carved in Linden Wood.  <EM>  </EM>Available in sizes 4' and above.  Many pieces can be customized with different colors and custom carvings.  <A href=""static/demetz.asp"" target=_blank>To learn more about Demetz and the wood carving  process click here</A>.  <BR><STRONG><EM>Please <A href=""static/contact.asp"" target=_blank>Contact</A> Us For Pricing and More Information (Prices Range start at $6,942.50 for a 4 foot size and escalate from there) .<BR></EM><BR>Available Sizes:</STRONG></P><UL><LI><STRONG>Wood - 4', 4'6"", 5', 5'6"", 6', 7', 8'</STRONG>  </LI></UL><P><EM>We offer many wood carved statues.  Due to the large selection available,  our online catalog only features our best selling items .  <A href=""pdf/woodcarvings.pdf"" target=_blank>Click here to download our complete collection of Italian wood carved statues in .pdf format</A>.(Requires <A href=""http://www.adobe.com/products/acrobat/readstep2.html"" target=_blank>Acrobat reader</A> ,a free download) </EM></P><P><A title=""Get Acrobat Reader"" href=""http://www.adobe.com/products/acrobat/readstep2.html"" target=_blank><IMG height=31 src=""images/DescriptionImages/getacro.gif"" width=88 border=0></A></P><P><EM>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date.  These statues are hand carved and painted in Italy and usually ship in 3 to 4 months.  Please contact us for more information.</EM><BR></P>","N/A","","Copyright Demetz Art Studio"
"ZE2870C","2870C Corpus - Bronze","Corpus manufactured of composite material with bronze color.  Ht 8 1/4"", Width 6 3/4""","Bronze Color Corpus - Click Image For Details!","",""
"MJ2036-LIGHT","MJ2036 Good Friday Cross","<P>Good Friday Cross - 48"" Tall, 19"" Wood Carved Color Corpus.  Removable from Base.  Constructed of Oak and Oak Veneer. Available in 4 wood finishes(see below). <EM>Due to the size of these pieces they will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. Please call for a quote @ 800-837-4974.</EM></P><P><IMG height=44 src=""images/DescriptionImages/MJcolorswatch.jpg"" width=400 border=0></P>","Good Friday Cross - Click Image for Details!","",""
"MJ2036-MEDIUM","MJ2036 Good Friday Cross","<P>Good Friday Cross - 48"" Tall, 19"" Wood Carved Color Corpus.  Removable from Base.  Constructed of Oak and Oak Veneer. Available in 4 wood finishes(see below). <EM>Due to the size of these pieces they will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. Please call for a quote @ 800-837-4974.</EM></P><P><IMG height=44 src=""images/DescriptionImages/MJcolorswatch.jpg"" width=400 border=0></P>","Good Friday Cross - Click Image for Details!","",""
"MJ2036-DARK","MJ2036 Good Friday Cross","<P>Good Friday Cross - 48"" Tall, 19"" Wood Carved Color Corpus.  Removable from Base.  Constructed of Oak and Oak Veneer. Available in 4 wood finishes(see below). <EM>Due to the size of these pieces they will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. Please call for a quote @ 800-837-4974.</EM></P><P><IMG height=44 src=""images/DescriptionImages/MJcolorswatch.jpg"" width=400 border=0></P>","Good Friday Cross - Click Image for Details!","",""
"sdi_133238","280-31 Risen Christ","<body><p>280-30 Risen Christ - Wood Carved Statue - From Demetz Art Studio in Italy Hand Carved in Linden Wood, 3/4 relief, shown in natural finish. Available in multiple sizes and in fiberglass. </p><p><strong>Available Standard Sizes:</strong></p><ul><li><strong>Wood - 30"", 3' 6"", 4', 5', 6', 7'</strong>        <li>Fiberglass - 20"", 5', 6', 7'<strong><br><br><em>Please <a target=""_blank"" href=""static/static_aboutus.asp"">Contact</a> Us For Pricing and More Information (Prices Range From $380 to $14,190) .</em></strong></li></ul><p><strong>Custom Works:</strong><br></p><ul><li>Many pieces can be customized with different colors, sizes and artwork.<a target=""_blank"" href=""static/demetz.asp"">To learn more about Demetz and the wood carving process click here</a>.</li><li>All Demetz artwork can be sculpted in wood, bronze, marble or made into a mosaic. </li><li>ChurchSupplyWarehouse specializes in custom projects, if you can dream it we can make it.<a target=""_blank"" href=""http://www.churchsupplywarehouse.com/catalog_subcategory.asp_Q_categoryId_E_88""><em>(click here to view recent custom projects)</em></a></li><li>If the statue is listed as available in fiberglass some finishes are suitable for outdoor use.<a target=""_blank"" href=""images/static/fiberglass.jpg""><em>(click here to view available finishes)</em></a><br></li></ul><p><em><a target=""_blank"" href=""pdf/woodcarvings.pdf"">Click here to download our print catalog of Italian wood carved statues by Demetz in .pdf format</a>.(Requires<a target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html"">Acrobat reader</a> ,a free download) </em></p><p><a title=""Get Acrobat Reader"" target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html""><img height=""31"" src=""images/DescriptionImages/getacro.gif"" width=""88"" border=""0""></a></p><p><em>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. These statues are hand carved and painted in Italy and usually ship in 3 to 4 months. Please contact us for more information.</em><br></p></body>","Risen Christ - Made in Italy - Click Image for Details!","","Copyright Demetz Art Studio"
"sdi_133653","300-12 Corpus - Wood Carved","<body><p>300/12 Corpus - Wood Carved Statue - From Demetz Art Studio in Italy.  Hand Carved in Linden Wood, full round figure, shown in traditional colors with gold decoration. Available in multiple sizes. </p><p><strong>Available Standard Sizes:</strong></p><ul><li><strong>Wood - 4', 5', 6'</strong></li><br><em>Please <a target=""_blank"" href=""static/static_aboutus.asp"">Contact</a> Us For Pricing and More Information (Prices Range From $5,610 to $13,420) .</em></strong></li></ul><p><strong>Custom Works:</strong><br></p><ul><li>Many pieces can be customized with different colors, sizes and artwork.<a target=""_blank"" href=""static/demetz.asp"">To learn more about Demetz and the wood carving process click here</a>.</li><li>All Demetz artwork can be sculpted in wood, bronze, marble or made into a mosaic. </li><li>ChurchSupplyWarehouse specializes in custom projects, if you can dream it we can make it.<a target=""_blank"" href=""http://www.churchsupplywarehouse.com/catalog_subcategory.asp_Q_categoryId_E_88""><em>(click here to view recent custom projects)</em></a></li><li>If the statue is listed as available in fiberglass some finishes are suitable for outdoor use.<a target=""_blank"" href=""images/static/fiberglass.jpg""><em>(click here to view available finishes)</em></a><br></li></ul><p><em><a target=""_blank"" href=""pdf/woodcarvings.pdf"">Click here to download our print catalog of Italian wood carved statues by Demetz in .pdf format</a>.(Requires<a target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html"">Acrobat reader</a> ,a free download) </em></p><p><a title=""Get Acrobat Reader"" target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html""><img height=""31"" src=""images/DescriptionImages/getacro.gif"" width=""88"" border=""0""></a></p><p><em>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. These statues are hand carved and painted in Italy and usually ship in 3 to 4 months. Please contact us for more information.</em><br></p></body>","Corpus - Wood Carved - Click Image for Details!","","Copyright Demetz Art Studio"
"17/155","17/155 Institutional Crucifix","Thick wood cross with distinctive white corpus. 45"" height.","Wood Cross - Click Image for Details","",""
"17/111","17/111 Institutional Crucifix","Walnut Crucifix with hand-painted PVC corpus. 35"" height.","Crucifix - Click Image for Details","",""
